name,lat,lon
Clp organogas Power Plant,40.46366700000001,-3.74922
Club mar Power Plant,40.46366700000001,-3.74922
Cn granollers Power Plant,41.60619270000001,2.2870889
Cn manresa Power Plant,41.7163888,1.8220818
Cobane a.i.e. Power Plant,37.2300993,-3.0679614
Cocarga Power Plant,37.2300993,-3.0679614
Coesga Power Plant,37.2300993,-3.0679614
Cog. da moura Power Plant,37.2300993,-3.0679614
Cog. espiritu santo Power Plant,40.46366700000001,-3.74922
Cog.centro comercial canas Power Plant,40.46366700000001,-3.74922
Cog.forrajes ribaforada Power Plant,41.9905,-1.517056
Cogemansa Power Plant,37.2300993,-3.0679614
Cogener alava sa polideportivo bakh Power Plant,42.9099989,-2.6983868
Cogener. e.r.a.r. sur madrid pot.modif. Power Plant,40.4167754,-3.7037902
Cogeneracio angles textil Power Plant,41.955363,2.66069
Cogeneracio asesa Power Plant,37.2300993,-3.0679614
Cogeneracio belianes Power Plant,41.5605304,1.0143426
Cogeneracio cracker etile Power Plant,40.46366700000001,-3.74922
Cogeneracio embotits espina Power Plant,41.9467685,2.2564833
Cogeneracio hotel termes montbrio Power Plant,41.1180669,1.0049568
Cogeneracio nau inditex Power Plant,37.2300993,-3.0679614
Cogeneracio sport relax Power Plant,40.46366700000001,-3.74922
Cogeneracio triangle Power Plant,37.2300993,-3.0679614
Cogeneracio urbaser Power Plant,37.2300993,-3.0679614
Cogeneracionn trademed Power Plant,37.2300993,-3.0679614
Colasem Power Plant,37.2300993,-3.0679614
Collada Power Plant,40.46366700000001,-3.74922
Collet Power Plant,37.2300993,-3.0679614
Colmenar viejo Power Plant,40.3477596,-2.886661
Colonia cortes Power Plant,37.2300993,-3.0679614
Colonia gomis Power Plant,37.2300993,-3.0679614
Colonia llaudet Power Plant,42.241805,2.3058341
Colonia moli nou Power Plant,37.2300993,-3.0679614
Colonia prat Power Plant,37.44219280000001,-6.250405
Colonia rosal Power Plant,42.0737666,1.8661665
Colonia vidal Power Plant,41.9441643,1.8814363
Comamala Power Plant,37.2300993,-3.0679614
Comarcal nuestra senora antigua Power Plant,28.3937335,-13.9376021
Comercial aymerich Power Plant,37.2300993,-3.0679614
Comercial ganadera riego Power Plant,37.2300993,-3.0679614
Comercial mirasierra sa Power Plant,40.46366700000001,-3.74922
Compania energetica para tablero Power Plant,40.46366700000001,-3.74922
Compania europea general textil Power Plant,40.46366700000001,-3.74922
Complejo carnico picos europa Power Plant,43.1872155,-4.821524
Complejo cuzco Power Plant,37.2300993,-3.0679614
Complejo hospitalario zorroaga Power Plant,40.46366700000001,-3.74922
Complejo polideportivo municipal lechera Power Plant,43.36123,-4.051521
Comunitat propietaris Power Plant,37.2300993,-3.0679614
Conchita Power Plant,37.2300993,-3.0679614
Congizardi s.l Power Plant,40.46366700000001,-3.74922
Congosto Power Plant,42.6181348,-6.5203088
Conselleria sanidad plana Power Plant,39.4751305,-0.3605747
Conservas garavilla Power Plant,40.46366700000001,-3.74922
Consorci sanitari selva Power Plant,41.68724419999999,2.8021709
Consuegra Power Plant,39.4903746,-3.682608
Contrasta Power Plant,42.907924,-2.674291
Contreras mirasol Power Plant,40.46366700000001,-3.74922
Conva Power Plant,37.2300993,-3.0679614
Cooperativa agricola blas s.coop. Power Plant,41.9950608,-1.5143376
Cooperativa viviendas jovenes orcasitas Power Plant,40.3692642,-3.7149177
Cooperativas a. albacetenses Power Plant,40.46366700000001,-3.74922
Cooperativas orensanas Power Plant,40.46366700000001,-3.74922
Coosur Power Plant,37.2300993,-3.0679614
Corcoesto Power Plant,43.2241558,-8.8397243
Cordinanes Power Plant,43.1675534,-4.903618
Coreses Power Plant,41.54759689999999,-5.620825099999999
Coreysa Power Plant,37.243631,-5.110437999999999
Coromina Power Plant,41.9090617,1.6936863
Corporacion alimentaria penasanta Power Plant,43.38914,-5.7802079
Cortada Power Plant,37.2300993,-3.0679614
Costa Power Plant,37.2300993,-3.0679614
Cotriles Power Plant,37.2300993,-3.0679614
Cover desing Power Plant,37.561078,-5.331544
Cripriano castello alfonso Power Plant,37.2300993,-3.0679614
Cruanyes Power Plant,37.2300993,-3.0679614
Cruces Power Plant,40.46366700000001,-3.74922
Ctr roman vega Power Plant,40.46366700000001,-3.74922
Ctru gongora nuevo Power Plant,40.46366700000001,-3.74922
Ctru tecnologico lopez soriano Power Plant,40.46366700000001,-3.74922
Cuarta Power Plant,37.2300993,-3.0679614
Cuatro palomas Power Plant,40.46366700000001,-3.74922
Cubia Power Plant,43.3101966,-6.1235782
Cucayo Power Plant,37.2300993,-3.0679614
Cuesta Power Plant,37.2300993,-3.0679614
Cueva Power Plant,37.2300993,-3.0679614
Cuevas Power Plant,37.2300993,-3.0679614
Culmasur Power Plant,37.2300993,-3.0679614
Cultivos energeticos alcala gurrea Power Plant,42.06717769999999,-0.6847179000000001
Curras Power Plant,37.2300993,-3.0679614
Curtidos mare nostrum Power Plant,37.2300993,-3.0679614
C´antius Power Plant,37.2300993,-3.0679614
D.m.t. Power Plant,40.9510612,0.8662462999999999
Ddp castileon Power Plant,37.2300993,-3.0679614
Delicatessen ermita Power Plant,40.46366700000001,-3.74922
Delise bourg saint pierre Power Plant,40.46366700000001,-3.74922
Depuradora baix llobregat Power Plant,41.3847492,1.949021
Depuradora segovia Power Plant,40.9429032,-4.108806899999999
Depuradora valladolid Power Plant,41.652251,-4.724532099999999
Depuradora valladolid e.d.a.r. Power Plant,41.652251,-4.724532099999999
Derivados colageno dercosa Power Plant,39.47446679999999,-0.6545603999999999
Desaladora dual sl Power Plant,40.46366700000001,-3.74922
Deseada Power Plant,37.2300993,-3.0679614
Diechar Power Plant,37.1148191,-3.4705481
Diego Power Plant,37.2300993,-3.0679614
Diego ampliada con re Power Plant,40.46366700000001,-3.74922
Diego re Power Plant,37.2300993,-3.0679614
Digestio anerobia granollers Power Plant,41.60619270000001,2.2870889
Diputacion foral gipuzkoa azoka Power Plant,43.0756299,-2.2236667
Dobon Power Plant,37.2300993,-3.0679614
Doctor josep trueta girona Power Plant,41.9794005,2.8214264
Dona jimena Power Plant,37.2300993,-3.0679614
Dorna Power Plant,37.2300993,-3.0679614
Dornajos Power Plant,37.2300993,-3.0679614
Duet rubi Power Plant,41.4843,2.036075
E. d. a. r. leon su alfoz Power Plant,43.5018858,-7.427319499999999
Ebaki xxi Power Plant,40.46366700000001,-3.74922
Ecay Power Plant,42.906667,-1.863333
Echauri Power Plant,42.7943874,-1.7897953
Ecoenergia integral Power Plant,40.46366700000001,-3.74922
Ecofruit desimpacto Power Plant,37.2300993,-3.0679614
Ecolink Power Plant,37.2300993,-3.0679614
Ecologica lamarca Power Plant,37.2300993,-3.0679614
Ecoparc Power Plant,37.2300993,-3.0679614
Ecoparc mediterrani s.a Power Plant,40.46366700000001,-3.74922
Ecoparque rioja Power Plant,42.2870733,-2.539603
Ecotrans Power Plant,37.2300993,-3.0679614
Ecyr martos Power Plant,37.7182399,-3.9699874
Ecyr villanueva Power Plant,37.2300993,-3.0679614
Edinja Power Plant,37.2300993,-3.0679614
Elaboradora cefalopodos Power Plant,40.46366700000001,-3.74922
Electrica Power Plant,37.5654529,-0.9514739999999999
Electricas pastor Power Plant,37.2300993,-3.0679614
Elkorri Power Plant,37.2300993,-3.0679614
Elordi Power Plant,37.2300993,-3.0679614
Eloy Power Plant,37.2300993,-3.0679614
Elpozo mw Power Plant,37.2300993,-3.0679614
Els condals Power Plant,40.46366700000001,-3.74922
Els salts Power Plant,40.46366700000001,-3.74922
Elyo sant joan Power Plant,40.46366700000001,-3.74922
Emasa guadalhorce Power Plant,36.70448,-4.5729258
Emasagra Power Plant,37.1710143,-3.5909838
Embalajes cajas Power Plant,41.4780957,1.8811049
Embalajes pamplona Power Plant,42.812526,-1.6457745
Embutidos palacios Power Plant,37.2300993,-3.0679614
Embutidos rodriguez Power Plant,42.329409,-5.89262
Emesa precesa Power Plant,37.2300993,-3.0679614
Emssa gava Power Plant,41.2987914,1.9930466
Endarlaza Power Plant,37.2300993,-3.0679614
Enemansa Power Plant,39.2159581,-3.4430156
Enercorr bellcaire Power Plant,42.0792042,3.0958224
Energias margua Power Plant,37.2300993,-3.0679614
Enerlasa Power Plant,37.2300993,-3.0679614
Enerser Power Plant,40.46366700000001,-3.74922
Enersur siglo Power Plant,40.46366700000001,-3.74922
Enervap unificada con re Power Plant,40.46366700000001,-3.74922
Enesval Power Plant,37.2300993,-3.0679614
Ennotex Power Plant,39.2172907,-1.0507081
Enrique ramon borja Power Plant,40.45494559999999,-3.4888705
Entidad pca s. aguas resid. algoros Power Plant,38.2459852,-0.7102750999999999
Entrepinares Power Plant,37.2300993,-3.0679614
Enusa Power Plant,40.46366700000001,-3.74922
Envases urena Power Plant,37.2300993,-3.0679614
Epifanio campo Power Plant,40.46366700000001,-3.74922
Era nova Power Plant,40.46366700000001,-3.74922
Erca cinco villas Power Plant,42.1516737,-1.135302
Ercetesa Power Plant,37.2300993,-3.0679614
Ercros industrial sa Power Plant,40.46366700000001,-3.74922
Erdoizta Power Plant,43.234111,-2.7501896
Ermetosa Power Plant,37.2300993,-3.0679614
Ermida Power Plant,37.2300993,-3.0679614
Erramontxo Power Plant,37.2300993,-3.0679614
Errotabarri Power Plant,43.2643288,-2.9342607
Errotaberri Power Plant,37.2300993,-3.0679614
Ervisa Power Plant,37.2300993,-3.0679614
Esasa Power Plant,37.2300993,-3.0679614
Escarra Power Plant,42.738719,-0.3701753
Escayolas lodosa Power Plant,42.4227403,-2.0773029
Esclusa Power Plant,37.2300993,-3.0679614
Esperanza Power Plant,37.2300993,-3.0679614
Espina Power Plant,37.2300993,-3.0679614
Espuna Power Plant,37.2300993,-3.0679614
Espuny moron Power Plant,37.13312060000001,-5.4572425
Estacion depuradora aguas residuales alcoy Power Plant,38.6987066,-0.4810937
Estanca Power Plant,37.2300993,-3.0679614
Estilos ceramicos Power Plant,40.46366700000001,-3.74922
Estremera Power Plant,40.3477596,-2.886661
Estucer Power Plant,37.2300993,-3.0679614
Experimental xustas Power Plant,43.1816772,-7.482137
Explotacion porcina integral Power Plant,40.4291656,-3.7188444
Ezpaleo Power Plant,37.2300993,-3.0679614
Fabrica harinas Power Plant,37.2300993,-3.0679614
Fabrica industrial cartonera mengibar smurfitt kappa espana Power Plant,37.9795232,-3.7978903
Fabrica nova Power Plant,37.2300993,-3.0679614
Fabrica paper Power Plant,37.2300993,-3.0679614
Fabrica piensos cuarte Power Plant,42.117705,-0.4705844999999999
Fabrica textil filpur Power Plant,37.2300993,-3.0679614
Fabrica vella Power Plant,40.46366700000001,-3.74922
Fabricacion envases industriales Power Plant,37.2300993,-3.0679614
Fagollaga Power Plant,43.2484427,-1.9515039
Farga Power Plant,40.46366700000001,-3.74922
Farinera bellver Power Plant,39.5643519,2.6176868
Farmhispania Power Plant,40.46366700000001,-3.74922
Fausto Power Plant,37.2300993,-3.0679614
Feiraco ampl. re Power Plant,40.46366700000001,-3.74922
Feiraco ampliada con re Power Plant,40.46366700000001,-3.74922
Feitus Power Plant,37.2300993,-3.0679614
Fenosa Power Plant,36.7489399,-4.563206699999999
Feria muestrario internacional valencia Power Plant,39.5046216,-0.4280109
Fernandina Power Plant,40.46366700000001,-3.74922
Fernando Power Plant,37.2300993,-3.0679614
Ferre Power Plant,37.2300993,-3.0679614
Ferreras Power Plant,37.2300993,-3.0679614
Ferrerias Power Plant,40.46366700000001,-3.74922
Ferrovial servicios Power Plant,40.46366700000001,-3.74922
Fertiberia Power Plant,37.2300993,-3.0679614
Fibracolor Power Plant,37.2300993,-3.0679614
Filats Power Plant,37.2300993,-3.0679614
Filtex Power Plant,40.46366700000001,-3.74922
Finaltair Power Plant,37.2300993,-3.0679614
Finca barciles Power Plant,37.2300993,-3.0679614
Finca esperanza mula Power Plant,40.46366700000001,-3.74922
Finca esperanza pliego Power Plant,37.9793819,-1.5111806
Finca feliper Power Plant,37.2300993,-3.0679614
Fiv ondulados Power Plant,40.46366700000001,-3.74922
Flaca Power Plant,42.0450143,2.9625587
Flecha Power Plant,37.2300993,-3.0679614
Flor Power Plant,40.46366700000001,-3.74922
Fmc foret forel Power Plant,37.2300993,-3.0679614
Font riu Power Plant,40.46366700000001,-3.74922
Ford espana Power Plant,39.319351,-0.4124671
Forestal atlantico Power Plant,43.459055,-8.234553
Forrajes proteinas Power Plant,37.2300993,-3.0679614
Forsean bretos Power Plant,37.2300993,-3.0679614
Fotovoltaica abellan isidro abellan juste Power Plant,40.46366700000001,-3.74922
Fotovoltaica muimenta Power Plant,43.2562649,-7.439494700000001
Foxo Power Plant,37.2300993,-3.0679614
Francisco javier maria leticia Power Plant,40.46366700000001,-3.74922
Franquia Power Plant,37.2300993,-3.0679614
Freser Power Plant,37.2300993,-3.0679614
Fricosa Power Plant,37.2300993,-3.0679614
Fromista Power Plant,42.2676329,-4.405349699999999
Fuel cell Power Plant,40.46366700000001,-3.74922
Fuenrosario Power Plant,37.2300993,-3.0679614
Fuensalida Power Plant,40.0510725,-4.2102716
Fuente alamo Power Plant,37.7217494,-1.1719422
Fuente tio herrero Power Plant,40.46366700000001,-3.74922
Fuentermosa Power Plant,37.2300993,-3.0679614
Fundacion estadio sociedad deportiva Power Plant,42.83685029999999,-2.6903974
Fundiciones vera s. a. funvera Power Plant,40.46366700000001,-3.74922
Gadea hermanos Power Plant,37.2300993,-3.0679614
Gafa Power Plant,37.2300993,-3.0679614
Gaizka aurteneche landa Power Plant,40.46366700000001,-3.74922
Galdakao Power Plant,43.2643288,-2.9342607
Galesa Power Plant,37.2300993,-3.0679614
Galicia textil Power Plant,42.5750554,-8.1338558
Gallega residuos ganaderos sa Power Plant,40.46366700000001,-3.74922
Galletas gullon fabrica Power Plant,37.2300993,-3.0679614
Gallifa Power Plant,41.419238,2.2268169
Gallipienzo Power Plant,42.5240987,-1.410503
Galobart Power Plant,37.2300993,-3.0679614
Garcia cuesta Power Plant,40.46366700000001,-3.74922
Garde Power Plant,37.2300993,-3.0679614
Gardelegui Power Plant,42.8234664,-2.6766462
Garganta ancha Power Plant,39.8060053,-5.6868021
Garogres Power Plant,37.2300993,-3.0679614
Gasificacion Power Plant,37.2300993,-3.0679614
Gasificacion residuos Power Plant,37.2300993,-3.0679614
Gaspar peral cia Power Plant,40.46366700000001,-3.74922
Gavilanes Power Plant,37.2300993,-3.0679614
Gaxate Power Plant,37.2300993,-3.0679614
Gedesma Power Plant,37.2300993,-3.0679614
Gegsa Power Plant,37.2300993,-3.0679614
Generacion albacete Power Plant,38.994349,-1.8585424
Generacion electrica Power Plant,39.2172907,-1.0507081
Generacion electrica con merida mw Power Plant,40.46366700000001,-3.74922
Generacion electrica r.s.u. abanilla Power Plant,38.2051808,-1.0406601
Generacion gorguel fase Power Plant,40.46366700000001,-3.74922
Generacion htn Power Plant,40.46366700000001,-3.74922
Generacion peninsular Power Plant,37.2300993,-3.0679614
Generacion pobre por semicombustion gasificador produccion elec Power Plant,40.46366700000001,-3.74922
Generador r.s.u. lorca Power Plant,37.6735925,-1.6968357
General Power Plant,37.2300993,-3.0679614
General agricola cabra Power Plant,40.46366700000001,-3.74922
General castellon Power Plant,40.1451772,-0.1494988
Gequisa Power Plant,37.2300993,-3.0679614
Gerdiz Power Plant,43.55166699999999,-7.616667
Gerindote Power Plant,39.9657403,-4.3025876
Gesbrick Power Plant,37.2300993,-3.0679614
Gespal paloma Power Plant,37.2300993,-3.0679614
Gestalgar Power Plant,39.2172907,-1.0507081
Gestoliva Power Plant,37.2300993,-3.0679614
Getesa Power Plant,37.2300993,-3.0679614
Getino Power Plant,37.2300993,-3.0679614
Gleva Power Plant,37.2300993,-3.0679614
Global plasma environment Power Plant,40.46366700000001,-3.74922
Gohlhaus lützelflüh Power Plant,46.96929979999999,7.2697497
Goizueta Power Plant,43.1722936,-1.8641509
Gollizno Power Plant,40.46366700000001,-3.74922
Gomez rodulfo Power Plant,37.2300993,-3.0679614
Gongora Power Plant,40.46366700000001,-3.74922
Gorgol Power Plant,37.2300993,-3.0679614
Gormaz Power Plant,41.4924605,-3.0047501
Gosalvez Power Plant,37.2300993,-3.0679614
Gotera Power Plant,37.2300993,-3.0679614
Grabisa Power Plant,37.2300993,-3.0679614
Gradišče Power Plant,45.9380375,15.5157897
Grajas Power Plant,37.2300993,-3.0679614
Gran balneario aguas minero medicinales Power Plant,41.3169685,-1.6422613
Granada Power Plant,37.2300993,-3.0679614
Grancasa Power Plant,41.6708386,-0.8900155999999999
Granja avicola villaseca Power Plant,40.46366700000001,-3.74922
Granja milagros Power Plant,41.587114,-3.6876803
Granollers Power Plant,41.5917621,2.266477
Grau Power Plant,37.2300993,-3.0679614
Greenport solutions Power Plant,37.2300993,-3.0679614
Gres dur Power Plant,40.46366700000001,-3.74922
Gres luna Power Plant,40.46366700000001,-3.74922
Gres valls factoria Power Plant,41.2854449,1.2494589
Grevolosa Power Plant,37.2300993,-3.0679614
Grido Power Plant,37.2300993,-3.0679614
Guadalete Power Plant,36.6607866,-5.8399177
Guadalhorce guadalteba Power Plant,36.70448,-4.5729258
Gualba Power Plant,41.419238,2.2268169
Guardiola Power Plant,40.46366700000001,-3.74922
Guarro casas Power Plant,40.46366700000001,-3.74922
Guascor Power Plant,37.2300993,-3.0679614
Guascor ingenieria sa Power Plant,40.46366700000001,-3.74922
Guera Power Plant,37.2300993,-3.0679614
Gueyu zarambral Power Plant,37.2300993,-3.0679614
Guissona closa Power Plant,41.784519,1.2903074
Guixa Power Plant,37.2300993,-3.0679614
Guixaro Power Plant,41.9962201,1.8864211
Guixers Power Plant,42.1374541,1.6422975
Guma Power Plant,37.2300993,-3.0679614
Guriezo inferior Power Plant,43.3393676,-3.318747
Guriezo superior Power Plant,43.3393676,-3.318747
Gurrea gallego Power Plant,40.46366700000001,-3.74922
Gw atletica Power Plant,37.2300993,-3.0679614
Hadasa Power Plant,37.2300993,-3.0679614
Haminan höyrykattilalaitos Power Plant,60.5693374,27.1878317
Hammer Power Plant,47.516231,14.550072
Handeck Power Plant,46.818188,8.227511999999999
Hanhikoski Power Plant,62.96224759999999,22.7105369
Harabacka Power Plant,60.37067799999999,26.3466351
Harinas derivados ibarrondo Power Plant,37.2300993,-3.0679614
Harinas madera Power Plant,37.2300993,-3.0679614
Harinas vazquez Power Plant,37.2300993,-3.0679614
Hartman Power Plant,37.2300993,-3.0679614
Hattarfors Power Plant,61.23592949999999,21.4347339
Hc tudela abono Power Plant,42.0613816,-1.6063169
Heinola Power Plant,60.1921359,24.9382276
Helados alacant Power Plant,38.383121,-0.5046579999999999
Hera amasa Power Plant,37.2300993,-3.0679614
Herand Power Plant,42.246413,2.163751
Hermanitas ancianos desamparados Power Plant,40.4229917,-3.6857085
Hermanos diaz redondo Power Plant,40.017746,-3.856533
Hermanos jerez Power Plant,36.6850064,-6.126074399999999
Hermanos ortiz bravo Power Plant,40.46366700000001,-3.74922
Hermanos santamaria munoz Power Plant,37.2300993,-3.0679614
Hidr. peralejo Power Plant,40.5400033,-4.1248312
Hidraulica guadalimar Power Plant,38.0443156,-3.6257177
Hidro Power Plant,37.2300993,-3.0679614
Hidroescarps Power Plant,37.2300993,-3.0679614
Hidroescoron minicentral rio arba Power Plant,41.9374289,-1.2674715
Hidroiguna lugar yera Power Plant,43.139444,-3.758333
Hijos f.moratal ampliada con re Power Plant,40.46366700000001,-3.74922
Hijos f.moratal re Power Plant,40.46366700000001,-3.74922
Hijos federico lis Power Plant,40.46366700000001,-3.74922
Hijos francisco gaya fores fabrica Power Plant,39.9580764,-0.2131322
Hijos j.c.hernandez Power Plant,40.46366700000001,-3.74922
Hijos martinez Power Plant,37.2300993,-3.0679614
Hilaturas bejar Power Plant,40.3871165,-5.7642172
Hilaturas noguera Power Plant,40.46366700000001,-3.74922
Hinkismäki Power Plant,61.23592949999999,21.4347339
Hinojar Power Plant,38.287775,-1.600145
Hipercor Power Plant,40.46366700000001,-3.74922
Hiroelectrica guarda Power Plant,37.2300993,-3.0679614
Hiroelectrica molinos Power Plant,37.2300993,-3.0679614
Hiroelectrica moratalla Power Plant,38.1893185,-1.891609
Hiroelectrica partidor Power Plant,37.2300993,-3.0679614
Hirzbach Power Plant,47.22268469999999,12.8050477
Hoikankangas kajaanin sähkölaitos Power Plant,64.1991579,27.7175965
Hongos jara Power Plant,39.6279947,-4.976654
Honorio Power Plant,37.2300993,-3.0679614
Horcajo Power Plant,39.8060053,-5.6868021
Hornillos eresma Power Plant,41.3666138,-4.7193461
Horta Power Plant,41.4333025,2.155286
Horta medio ambiente Power Plant,40.46366700000001,-3.74922
Horticultura bellmunt lleida alpha Power Plant,37.2300993,-3.0679614
Hosteria castellana Power Plant,40.438936,-3.691599
Hostetbach ag Power Plant,47.36559399999999,7.967837500000001
Hotel atenea Power Plant,41.5307756,2.4439261
Hotel becquer Power Plant,37.3890379,-6.0000202
Hotel ciutat granollers alpha Power Plant,41.6010707,2.2960458
Hotel le meridien ra Power Plant,41.1867622,1.5620008
Hotel liber Power Plant,43.4907072,-3.5232624
Hoya garcia ampli. Power Plant,40.46366700000001,-3.74922
Huermeda Power Plant,41.3820711,-1.5929398
Huerna Power Plant,40.46366700000001,-3.74922
Huerta baja Power Plant,40.9683841,-5.4677769
Huertas Power Plant,37.2300993,-3.0679614
Huesca Power Plant,42.131845,-0.4078058
Huesna Power Plant,37.7673386,-5.6867227
Husillos Power Plant,42.08981,-4.5269923
Hyötyvoimalaitos Power Plant,61.92410999999999,25.7481511
Hämeenkyrö lä Power Plant,61.23592949999999,21.4347339
I.f. liguerzana Power Plant,42.85724039999999,-4.4584138
Ibarrea Power Plant,37.2300993,-3.0679614
Iberfruta Power Plant,42.3151356,-1.9015513
Iberfruta muerza bebe Power Plant,42.3151356,-1.9015513
Iberia lineas aereas espana Power Plant,40.46366700000001,-3.74922
Iberpurin Power Plant,37.2300993,-3.0679614
Ibi Power Plant,38.6307459,-0.5446911999999999
Ibienza Power Plant,37.2300993,-3.0679614
Idae agrovert Power Plant,37.2300993,-3.0679614
Ideas proyectos tikare Power Plant,40.46366700000001,-3.74922
Idm Power Plant,37.2300993,-3.0679614
Igaran Power Plant,37.2300993,-3.0679614
Iglesias Power Plant,37.2300993,-3.0679614
Ihabar Power Plant,42.91918709999999,-1.9170822
Ikaztegieta Power Plant,43.0938938,-2.1235447
Ilerprotein Power Plant,37.2300993,-3.0679614
Ilomantsin pellettitehdas Power Plant,62.66788529999999,30.939491
Imatran Power Plant,61.1695977,28.7645463
Imdea Power Plant,40.3398744,-3.8802167
Immodo asprona villarrobledo_ maria sanchez Power Plant,39.2683154,-2.6015635
Inacsa Power Plant,40.46366700000001,-3.74922
Inama Power Plant,37.2300993,-3.0679614
Incedisa Power Plant,37.2300993,-3.0679614
Incineradora Power Plant,37.2300993,-3.0679614
Incoazul Power Plant,37.2300993,-3.0679614
Incubacion avicola Power Plant,37.2300993,-3.0679614
Incusa Power Plant,40.46366700000001,-3.74922
Indasa para deshidratado alfalfas otros productos vegetales Power Plant,42.131603,-1.175922
Indipunt Power Plant,37.2300993,-3.0679614
Indulleida Power Plant,41.71411430000001,0.5955792
Indusi Power Plant,37.2300993,-3.0679614
Industria papelera nesa Power Plant,40.46366700000001,-3.74922
Industria tratam. altorricon Power Plant,41.8015655,0.4131072
Industrial quesera cuquerella Power Plant,37.2300993,-3.0679614
Industrias alegre Power Plant,39.388971,-0.395329
Industrias angel martinez lopez Power Plant,40.46366700000001,-3.74922
Industrias climber Power Plant,37.44219280000001,-6.250405
Industrias duero Power Plant,40.3780587,-3.6392926
Industrias peleteras Power Plant,38.9559162,-0.5950589
Industrias roko Power Plant,43.423609,-5.817687
Ingenieria ambiental granadina Power Plant,37.2300993,-3.0679614
Ingenieria urbana inusa Power Plant,37.2300993,-3.0679614
Inmobal sa Power Plant,37.2300993,-3.0679614
Inmobiliaria bitxor Power Plant,40.46366700000001,-3.74922
Instalacion kw. Power Plant,40.46366700000001,-3.74922
Instalacion pabellon polideportivo vicente trueba Power Plant,43.3443432,-4.0497105
Instalacion trigeneracion Power Plant,40.46366700000001,-3.74922
Insuamar Power Plant,37.2300993,-3.0679614
Insuina Power Plant,37.2300993,-3.0679614
Interbon Power Plant,37.2300993,-3.0679614
Interpanel Power Plant,37.2300993,-3.0679614
Intza Power Plant,43.0140094,-1.9945761
Invernadero Power Plant,37.2300993,-3.0679614
Invernadero para cultivo hidroponico forraje Power Plant,40.46366700000001,-3.74922
Inversiones setabenses molla Power Plant,37.2300993,-3.0679614
Invetem mediterranea Power Plant,37.2300993,-3.0679614
Inzoa Power Plant,37.2300993,-3.0679614
Iparlat Power Plant,43.2360453,-1.9951045
Irauregui Power Plant,37.2300993,-3.0679614
Iribas Power Plant,42.988639,-1.9049453
Iriscrom Power Plant,37.2300993,-3.0679614
Irugurutzeta Power Plant,37.2300993,-3.0679614
Irura Power Plant,43.1675849,-2.0683581
Irurzun Power Plant,42.9192528,-1.8275668
Isaba Power Plant,42.8606803,-0.9241533999999999
Isabela Power Plant,37.2300993,-3.0679614
Isidro Power Plant,37.2300993,-3.0679614
Italcogeneracion Power Plant,37.2300993,-3.0679614
Iurreta Power Plant,43.17697829999999,-2.633813
Izbor Power Plant,37.2300993,-3.0679614
J.ruiz hijos Power Plant,40.46366700000001,-3.74922
J.vilaseca Power Plant,41.38956719999999,2.1730987
J.y p. balaguer Power Plant,61.92410999999999,25.7481511
Javier Power Plant,40.46366700000001,-3.74922
Jerez Power Plant,36.7060593,-6.1009587
Jevaso Power Plant,43.320595,-8.500183200000002
Jgc daimiel Power Plant,39.0566787,-3.6217802
Joaquines Power Plant,37.2300993,-3.0679614
Jorge Power Plant,40.46366700000001,-3.74922
Jornets Power Plant,39.6774379,2.9363346
Jose pineiro gonzalez hijos Power Plant,42.1269634,-8.6562512
Josefina Power Plant,37.2300993,-3.0679614
Jouttikallio Power Plant,61.23592949999999,21.4347339
Jover a.i.e. Power Plant,40.46366700000001,-3.74922
Juan linuesa diaz Power Plant,37.2300993,-3.0679614
Juan pozo sanchez Power Plant,40.46366700000001,-3.74922
Juanjo Power Plant,37.2300993,-3.0679614
Jumisa Power Plant,37.2300993,-3.0679614
Jumsal Power Plant,37.2300993,-3.0679614
Järvelän vaneritehdas Power Plant,61.23592949999999,21.4347339
Järvenpää Power Plant,60.4702759,25.0873437
Kaaranneskoski Power Plant,61.23592949999999,21.4347339
Kaarni Power Plant,61.23592949999999,21.4347339
Kalajärvi Power Plant,62.5601825,23.1331854
Kankaanpää Power Plant,61.23592949999999,21.4347339
Karvetti Power Plant,60.457203,22.0559302
Kaskinen lv ja vp Power Plant,62.3822834,21.2277852
Kauman Power Plant,37.2300993,-3.0679614
Keraben Power Plant,37.2300993,-3.0679614
Kirakkaköngäs Power Plant,61.23592949999999,21.4347339
Klavžarica Power Plant,45.9380375,15.5157897
Kleinwasserkraftwerk bürglen Power Plant,46.8761523,8.664463099999999
Kleinwasserkraftwerk steineraa Power Plant,47.0744512,8.6485675
Knežke ravne Power Plant,46.2847499,13.8229288
Kraft Power Plant,40.46366700000001,-3.74922
Kraslan Power Plant,37.2300993,-3.0679614
Krompachy Power Plant,48.9154898,20.8734034
Kumpuniemi Power Plant,61.92410999999999,25.7481511
Kuokkastenkoski Power Plant,63.5407488,28.9551713
Kuopio savon sellu Power Plant,62.89796999999999,27.6781725
Kuurna Power Plant,62.7051375,29.8743294
Kuusankoski ve Power Plant,60.9069253,26.6243555
Käenkoski Power Plant,62.913915,30.9489281
Laboratoris grifols Power Plant,40.46366700000001,-3.74922
Lacorzana Power Plant,37.2300993,-3.0679614
Lacteas castellano leonesas Power Plant,41.5283094,-5.571859400000001
Lacunza Power Plant,43.2919631,-1.9868072
Ladrillera murciana Power Plant,38.125256,-1.073441
