0,0.0
1,1.0
2,2.0
3,3.0
4,4.0
5,5.0
6,6.0
7,7.0
8,8.0
9,9.0
10,10.0
11,11.0
12,12.0
13,13.0
14,14.0
15,15.0
16,15.0
17,16.0
18,17.0
19,18.0
20,19.0
21,20.0
22,21.0
23,22.0
24,23.0
25,24.0
26,25.0
27,26.0
28,27.0
29,28.0
30,29.0
31,30.0
32,31.0
33,32.0
34,33.0
35,34.0
36,35.0
37,36.0
38,37.0
39,38.0
40,39.0
41,40.0
42,41.0
43,42.0
44,43.0
45,42.0
46,43.0
47,44.0
48,45.0
49,17.0
50,46.0
51,47.0
52,48.0
53,49.0
54,50.0
55,51.0
56,52.0
57,53.0
58,54.0
59,55.0
60,56.0
61,57.0
62,58.0
63,59.0
64,60.0
65,61.0
66,62.0
67,63.0
68,64.0
69,65.0
70,66.0
71,67.0
72,68.0
73,69.0
74,70.0
75,71.0
76,72.0
77,73.0
78,74.0
79,75.0
80,76.0
81,77.0
82,78.0
83,79.0
84,80.0
85,81.0
86,82.0
87,83.0
88,84.0
89,85.0
90,86.0
91,87.0
92,88.0
93,89.0
94,90.0
95,91.0
96,92.0
97,93.0
98,94.0
99,95.0
100,96.0
101,97.0
102,98.0
103,99.0
104,100.0
105,101.0
106,102.0
107,103.0
108,104.0
109,105.0
110,106.0
111,107.0
112,108.0
113,109.0
114,110.0
115,111.0
116,112.0
117,113.0
118,114.0
119,115.0
120,116.0
121,117.0
122,118.0
123,119.0
124,120.0
125,121.0
126,122.0
127,123.0
128,124.0
129,125.0
130,126.0
131,127.0
132,127.0
133,128.0
134,129.0
135,130.0
136,131.0
137,132.0
138,133.0
139,134.0
140,135.0
141,136.0
142,137.0
143,138.0
144,139.0
145,140.0
146,141.0
147,142.0
148,143.0
149,144.0
150,145.0
151,146.0
152,147.0
153,148.0
154,149.0
155,150.0
156,151.0
157,152.0
158,153.0
159,154.0
160,155.0
161,156.0
162,157.0
163,158.0
164,159.0
165,160.0
166,161.0
167,162.0
168,163.0
169,164.0
170,165.0
171,166.0
172,167.0
173,168.0
174,169.0
175,170.0
176,171.0
177,171.0
178,172.0
179,173.0
180,174.0
181,175.0
182,176.0
183,177.0
184,178.0
185,179.0
186,180.0
187,181.0
188,182.0
189,183.0
190,184.0
191,185.0
192,186.0
193,187.0
194,188.0
195,189.0
196,190.0
197,191.0
198,192.0
199,193.0
200,194.0
201,30.0
202,195.0
203,196.0
204,43.0
205,197.0
206,198.0
207,199.0
208,200.0
209,201.0
210,202.0
211,203.0
212,204.0
213,205.0
214,206.0
215,207.0
216,208.0
217,209.0
218,210.0
219,211.0
220,212.0
221,213.0
222,214.0
223,215.0
224,216.0
225,217.0
226,218.0
227,177.0
228,219.0
229,220.0
230,221.0
231,222.0
232,223.0
233,224.0
234,225.0
235,226.0
236,226.0
237,227.0
238,228.0
239,229.0
240,230.0
241,231.0
242,232.0
243,233.0
244,234.0
245,235.0
246,236.0
247,237.0
248,238.0
249,239.0
250,240.0
251,241.0
252,242.0
253,243.0
254,244.0
255,245.0
256,246.0
257,247.0
258,248.0
259,249.0
260,250.0
261,251.0
262,252.0
263,253.0
264,254.0
265,255.0
266,256.0
267,257.0
268,258.0
269,259.0
270,260.0
271,261.0
272,262.0
273,263.0
274,264.0
275,265.0
276,266.0
277,267.0
278,268.0
279,269.0
280,270.0
281,271.0
282,272.0
283,273.0
284,274.0
285,275.0
286,276.0
287,277.0
288,278.0
289,111.0
290,279.0
291,280.0
292,281.0
293,282.0
294,282.0
295,282.0
296,282.0
297,282.0
298,282.0
299,282.0
300,283.0
301,283.0
302,283.0
303,283.0
304,283.0
305,284.0
306,285.0
307,286.0
308,287.0
309,288.0
310,289.0
311,290.0
312,291.0
313,292.0
314,293.0
315,294.0
316,295.0
317,296.0
318,297.0
319,298.0
320,299.0
321,300.0
322,301.0
323,172.0
324,302.0
325,303.0
326,304.0
327,305.0
328,306.0
329,307.0
330,308.0
331,308.0
332,309.0
333,310.0
334,311.0
335,312.0
336,313.0
337,314.0
338,315.0
339,316.0
340,317.0
341,318.0
342,319.0
343,320.0
344,321.0
345,322.0
